description,alertlevel,alertscore,episodealertlevel,episodealertscore,fromdate,todate,severity,severitytext,source,iso3,GDACS ID,Exposed countries,Exposed population,Maximum wind speed (km/h),Maximum storm surge (m),Vulnerability,longitude,latitude,Category
"Green Tropical Cyclone KIRK-24 in Portugal, Spain, France, United Kingdom, Belgium, Luxembourg, Germany from: 29 Sep 2024  to: 07 Oct 2024 .",Green,1.0,Green,1.0,2024-09-29 21:00:00,2024-10-07 15:00:00,231.48,Hurricane/Typhoon > 74 mph (maximum wind speed of 231 km/h),NOAA,PRT,231 km/h,"Portugal, Spain, France, United Kingdom, Belgium, Luxembourg, Germany",0.0,231.0,0.2,Low,-38.4,41.7,4.0
"Orange Tropical Cyclone KRATHON-24 in China, Philippines, Taiwan from: 27 Sep 2024  to: 03 Oct 2024 .",Orange,2.0,Green,1.0,2024-09-27 06:00:00,2024-10-03 18:00:00,240.7392,Tropical Depression (maximum wind speed of 241 km/h),JTWC,PHL,241 km/h,"China, Philippines, Taiwan",4900000.0,241.0,0.4,Medium,120.9,23.0,4.0
"Green Tropical Cyclone JEBI-24 in Japan, Russian Federation, United States from: 26 Sep 2024  to: 02 Oct 2024 .",Green,1.0,Green,1.0,2024-09-26 12:00:00,2024-10-02 06:00:00,129.6288,Tropical Storm (maximum wind speed of 130 km/h),JTWC,JPN,130 km/h,"Japan, Russian Federation, United States",0.0,130.0,0.3,Low,152.5,44.9,1.0
Green Tropical Cyclone JOYCE-24 off-shore from: 27 Sep 2024  to: 01 Oct 2024 .,Green,1.0,Green,1.0,2024-09-27 15:00:00,2024-10-01 03:00:00,83.3328,Tropical Depression (maximum wind speed of 83 km/h),NOAA,-1,83 km/h,Off-shore,0.0,83.0,-1.0,-1,-49.0,23.0,-1.0
"Red Tropical Cyclone KONG-REY-24 in Philippines, Taiwan, China, Japan from: 25 Oct 2024  to: 01 Nov 2024 .",Red,3.0,Green,1.0,2024-10-25 00:00:00,2024-11-01 18:00:00,240.7392,Tropical Storm (maximum wind speed of 241 km/h),JTWC,CHN,241 km/h,"Philippines, Taiwan, China, Japan",15800000.0,241.0,0.1,Medium,126.1,32.2,4.0
Orange Tropical Cyclone FENGAL-24 in India from: 29 Nov 2024  to: 01 Dec 2024 .,Orange,2.0,Green,1.0,2024-11-29 18:00:00,2024-12-01 06:00:00,92.592,Tropical Storm (maximum wind speed of 93 km/h),JTWC,IND,93 km/h,India,0.0,93.0,0.8,High,79.9,12.1,-1.0
Green Tropical Cyclone ROBYN-24 off-shore from: 27 Nov 2024  to: 29 Nov 2024 .,Green,1.0,Green,1.0,2024-11-27 12:00:00,2024-11-29 12:00:00,92.592,Tropical Storm (maximum wind speed of 93 km/h),JTWC,-1,93 km/h,Off-shore,0.0,93.0,-1.0,-1,94.5,-18.8,-1.0
"Green Tropical Cyclone FAIDA-25 in Madagascar, Mozambique, Zimbabwe from: 30 Jan 2025  to: 03 Feb 2025 .",Green,1.0,Green,1.0,2025-01-30 00:00:00,2025-02-03 18:00:00,94.999392,Tropical Depression (maximum wind speed of 95 km/h),RSMC,MDG,83 km/h,"Madagascar, Mozambique, Zimbabwe",0.0,95.0,0.6,High,51.38,-19.14,-1.0
"Green Tropical Cyclone ELVIS-25 in Madagascar, French Southern Territories from: 28 Jan 2025  to: 31 Jan 2025 .",Green,1.0,Green,1.0,2025-01-28 12:00:00,2025-01-31 06:00:00,94.999392,Post-tropical Depression (maximum wind speed of 95 km/h),RSMC,MDG,83 km/h,"Madagascar, French Southern Territories",0.0,95.0,0.3,High,48.33,-31.5,-1.0
Green Tropical Cyclone ALFRED-25 in Australia from: 22 Feb 2025  to: 08 Mar 2025 .,Green,1.0,Green,1.0,2025-02-22 06:00:00,2025-03-08 00:00:00,212.9616,Tropical Storm (maximum wind speed of 213 km/h),JTWC,AUS,213 km/h,Australia,0.0,213.0,0.6,Low,153.3,-27.0,4.0
Orange Tropical Cyclone HONDE-25 in Madagascar from: 25 Feb 2025  to: 05 Mar 2025 .,Orange,2.0,Green,1.0,2025-02-25 18:00:00,2025-03-05 06:00:00,137.221344,Post-tropical Depression (maximum wind speed of 137 km/h),RSMC,MDG,130 km/h,Madagascar,230000.0,137.0,0.3,High,49.04,-32.49,1.0
Red Tropical Cyclone GARANCE-25 in La Reunion from: 25 Feb 2025  to: 02 Mar 2025 .,Red,3.0,Green,1.0,2025-02-25 00:00:00,2025-03-02 00:00:00,200.554272,Moderate Tropical Storm (maximum wind speed of 201 km/h),RSMC,REU,194 km/h,La Reunion,960000.0,201.0,0.3,Medium,56.82,-32.41,3.0
"Green Tropical Cyclone SERU-25 in Vanuatu, New Caledonia from: 24 Feb 2025  to: 28 Feb 2025 .",Green,1.0,Green,1.0,2025-02-24 18:00:00,2025-02-28 00:00:00,120.3696,Tropical Storm (maximum wind speed of 120 km/h),JTWC,VUT,120 km/h,"Vanuatu, New Caledonia",0.0,120.0,0.3,Medium,172.5,-23.0,1.0
Green Tropical Cyclone COURTNEY-25 off-shore from: 24 Mar 2025  to: 01 Apr 2025 .,Green,1.0,Green,1.0,2025-03-24 12:00:00,2025-04-01 06:00:00,231.48,Tropical Storm (maximum wind speed of 231 km/h),JTWC,-1,231 km/h,Off-shore,0.0,231.0,0.3,-1,88.4,-25.0,4.0
Green Tropical Cyclone DIANNE-25 in Australia from: 28 Mar 2025  to: 28 Mar 2025 .,Green,1.0,Green,1.0,2025-03-28 00:00:00,2025-03-28 18:00:00,83.3328,Tropical Storm (maximum wind speed of 83 km/h),JTWC,AUS,83 km/h,Australia,0.0,83.0,0.7,Low,123.8,-16.2,-1.0
Green Tropical Cyclone ALVIN-25 in Mexico from: 28 May 2025  to: 31 May 2025 .,Green,1.0,Green,1.0,2025-05-28 21:00:00,2025-05-31 15:00:00,92.592,Tropical Depression (maximum wind speed of 93 km/h),NOAA,MEX,93 km/h,Mexico,0.0,93.0,0.1,Medium,-109.5,20.7,-1.0
Green Tropical Cyclone FLOSSIE-25 in Mexico from: 29 Jun 2025  to: 03 Jul 2025 .,Green,1.0,Green,1.0,2025-06-29 09:00:00,2025-07-03 21:00:00,185.184,Tropical Storm (maximum wind speed of 185 km/h),NOAA,-1,185 km/h,Mexico,0.0,185.0,0.3,-1,-112.4,21.2,3.0
Green Tropical Cyclone BARRY-25 in Mexico from: 28 Jun 2025  to: 30 Jun 2025 .,Green,1.0,Green,1.0,2025-06-28 21:00:00,2025-06-30 09:00:00,74.0736,Tropical Depression (maximum wind speed of 74 km/h),NOAA,MEX,74 km/h,Mexico,0.0,74.0,0.3,Medium,-99.2,23.0,-1.0
