,description,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity (magnitude),source,iso3,Death,Displaced,GDACS_ID,longitude,latitude
360,GREEN Flood in China from: 30 Jun 2002 00 to: 13 Jul 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-06-30 00:00:00,2002-07-13 23:59:59,6.92,DFO,CHN,0.0,-1.0,FL 1971,115.253,29.663
361,ORANGE Flood in China from: 29 Jun 2002 00 to: 06 Jul 2002 23.,ORANGE,2.0,ORANGE,2.0,China,2002-06-29 00:00:00,2002-07-06 23:59:59,6.16,DFO,CHN,11.0,80000.0,FL 1973,110.702,25.019
362,ORANGE Flood in India from: 26 Jun 2002 00 to: 03 Jul 2002 23.,ORANGE,2.0,ORANGE,2.0,India,2002-06-26 00:00:00,2002-07-03 23:59:59,6.14,DFO,IND,169.0,28000.0,FL 1969,73.662,20.868
363,GREEN Flood in Georgia from: 29 Jun 2002 00 to: 02 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Georgia,2002-06-29 00:00:00,2002-07-02 23:59:59,5.04,DFO,GEO,0.0,-1.0,FL 1970,45.592,41.753
364,ORANGE Flood in Russia from: 19 Jun 2002 00 to: 01 Jul 2002 23.,ORANGE,2.0,ORANGE,2.0,Russia,2002-06-19 00:00:00,2002-07-01 23:59:59,6.77,DFO,RUS,117.0,200000.0,FL 1962,43.255,43.993
365,GREEN Flood in USA from: 08 Jun 2002 00 to: 29 Jun 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-06-08 00:00:00,2002-06-29 23:59:59,6.32,DFO,USA,0.0,-1.0,FL 1943,-95.906,47.341
366,GREEN Flood in Philippines from: 26 Jun 2002 00 to: 27 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Philippines,2002-06-26 00:00:00,2002-06-27 23:59:59,3.68,DFO,PHL,6.0,-1.0,FL 1968,122.984,8.182
367,GREEN Flood in India from: 25 Jun 2002 00 to: 26 Jun 2002 23.,GREEN,1.0,GREEN,1.0,India,2002-06-25 00:00:00,2002-06-26 23:59:59,1.92,DFO,IND,4.0,11000.0,FL 1967,88.935,22.342
368,GREEN Flood in China from: 21 Jun 2002 00 to: 25 Jun 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-06-21 00:00:00,2002-06-25 23:59:59,5.05,DFO,CHN,0.0,-1.0,FL 1964,107.99,33.025
369,GREEN Flood in Ireland from: 22 Jun 2002 00 to: 24 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Ireland,2002-06-22 00:00:00,2002-06-24 23:59:59,3.92,DFO,IRL,0.0,-1.0,FL 1965,-6.159,54.564
370,ORANGE Flood in China from: 13 Jun 2002 00 to: 24 Jun 2002 23.,ORANGE,2.0,ORANGE,2.0,China,2002-06-13 00:00:00,2002-06-24 23:59:59,5.21,DFO,CHN,24.0,150000.0,FL 1958,116.52,27.852
371,GREEN Flood in Bangladesh from: 18 Jun 2002 00 to: 24 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Bangladesh,2002-06-18 00:00:00,2002-06-24 23:59:59,5.11,DFO,BGD,4.0,20000.0,FL 1960,90.992,25.223
372,GREEN Flood in China from: 15 Jun 2002 00 to: 24 Jun 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-06-15 00:00:00,2002-06-24 23:59:59,6.11,DFO,CHN,53.0,32000.0,FL 1955,111.824,28.022
373,GREEN Flood in New Zealand from: 21 Jun 2002 00 to: 23 Jun 2002 23.,GREEN,1.0,GREEN,1.0,New Zealand,2002-06-21 00:00:00,2002-06-23 23:59:59,4.59,DFO,NZL,1.0,-1.0,FL 1961,175.172,-37.261
374,GREEN Flood in Vietnam from: 20 Jun 2002 00 to: 23 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Vietnam,2002-06-20 00:00:00,2002-06-23 23:59:59,3.94,DFO,VNM,4.0,-1.0,FL 1966,107.069,11.789
375,GREEN Flood in China from: 14 Jun 2002 00 to: 22 Jun 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-06-14 00:00:00,2002-06-22 23:59:59,5.56,DFO,CHN,0.0,8000.0,FL 1959,110.574,25.341
376,GREEN Flood in India from: 16 Jun 2002 00 to: 22 Jun 2002 23.,GREEN,1.0,GREEN,1.0,India,2002-06-16 00:00:00,2002-06-22 23:59:59,4.42,DFO,IND,0.0,25000.0,FL 1952,95.383,27.803
377,GREEN Flood in Brazil from: 12 Jun 2002 00 to: 19 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Brazil,2002-06-12 00:00:00,2002-06-19 23:59:59,5.18,DFO,BRA,0.0,2000.0,FL 1956,-51.53,-29.944
378,GREEN Flood in China from: 12 Jun 2002 00 to: 19 Jun 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-06-12 00:00:00,2002-06-19 23:59:59,5.91,DFO,CHN,11.0,-1.0,FL 1954,118.078,26.517
379,GREEN Flood in Romania from: 16 Jun 2002 00 to: 18 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Romania,2002-06-16 00:00:00,2002-06-18 23:59:59,3.36,DFO,ROU,0.0,-1.0,FL 1957,24.607,46.603
380,GREEN Flood in Tajikistan from: 16 Jun 2002 00 to: 18 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Tajikistan,2002-06-16 00:00:00,2002-06-18 23:59:59,3.54,DFO,TJK,4.0,-1.0,FL 1953,68.826,38.55
381,ORANGE Flood in China from: 08 Jun 2002 00 to: 18 Jun 2002 23.,ORANGE,2.0,ORANGE,2.0,China,2002-06-08 00:00:00,2002-06-18 23:59:59,6.74,DFO,CHN,326.0,300000.0,FL 1944,108.51,33.209
382,GREEN Flood in Jamaica from: 12 Jun 2002 00 to: 16 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Jamaica,2002-06-12 00:00:00,2002-06-16 23:59:59,4.18,DFO,JAM,7.0,400.0,FL 1948,-77.201,17.964
383,GREEN Flood in Cuba from: 12 Jun 2002 00 to: 16 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Cuba,2002-06-12 00:00:00,2002-06-16 23:59:59,4.89,DFO,CUB,0.0,30000.0,FL 1951,-79.431,22.002
384,GREEN Flood in Russia from: 09 Jun 2002 00 to: 15 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Russia,2002-06-09 00:00:00,2002-06-15 23:59:59,5.67,DFO,RUS,0.0,-1.0,FL 1946,61.551,55.552
385,GREEN Flood in Russia from: 12 Jun 2002 00 to: 14 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Russia,2002-06-12 00:00:00,2002-06-14 23:59:59,4.5,DFO,RUS,0.0,-1.0,FL 1949,47.042,43.525
386,GREEN Flood in USA from: 12 Jun 2002 00 to: 14 Jun 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-06-12 00:00:00,2002-06-14 23:59:59,4.53,DFO,USA,0.0,-1.0,FL 1950,-72.444,44.533
387,GREEN Flood in Honduras from: 06 Jun 2002 00 to: 13 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Honduras,2002-06-06 00:00:00,2002-06-13 23:59:59,4.37,DFO,HND,10.0,4000.0,FL 1941,-87.178,14.103
388,ORANGE Flood in Columbia from: 04 Jun 2002 00 to: 13 Jun 2002 23.,ORANGE,2.0,ORANGE,2.0,Columbia,2002-06-04 00:00:00,2002-06-13 23:59:59,6.57,DFO,COL,17.0,84000.0,FL 1936,-74.037,1.786
389,GREEN Flood in Ghana from: 10 Jun 2002 00 to: 12 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Ghana,2002-06-10 00:00:00,2002-06-12 23:59:59,3.42,DFO,GHA,0.0,-1.0,FL 1947,-0.197,5.647
390,GREEN Flood in Canada from: 09 Jun 2002 00 to: 12 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Canada,2002-06-09 00:00:00,2002-06-12 23:59:59,4.34,DFO,CAN,0.0,-1.0,FL 1963,-94.043,48.853
391,GREEN Flood in Vietnam from: 09 Jun 2002 00 to: 11 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Vietnam,2002-06-09 00:00:00,2002-06-11 23:59:59,3.6,DFO,VNM,3.0,-1.0,FL 1945,105.025,22.78
392,GREEN Flood in Europe from: 06 Jun 2002 00 to: 09 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Europe,2002-06-06 00:00:00,2002-06-09 23:59:59,5.62,DFO,-1,8.0,100.0,FL 1942,10.612,47.137
393,GREEN Flood in USA from: 04 Jun 2002 00 to: 06 Jun 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-06-04 00:00:00,2002-06-06 23:59:59,5.12,DFO,USA,0.0,500.0,FL 1937,-91.023,42.263
394,GREEN Flood in Syria from: 04 Jun 2002 00 to: 06 Jun 2002 23.,GREEN,1.0,GREEN,1.0,Syria,2002-06-04 00:00:00,2002-06-06 23:59:59,2.73,DFO,SYR,22.0,8000.0,FL 1938,36.33,35.653
395,ORANGE Flood in Vietnam from: 15 Jul 2002 00 to: 02 Dec 2002 23.,ORANGE,2.0,ORANGE,2.0,Vietnam,2002-07-15 00:00:00,2002-12-02 23:59:59,6.82,DFO,VNM,155.0,200000.0,FL 1991,105.254,10.502
396,ORANGE Flood in Nepal from: 21 Jul 2002 00 to: 15 Aug 2002 23.,ORANGE,2.0,ORANGE,2.0,Nepal,2002-07-21 00:00:00,2002-08-15 23:59:59,5.59,DFO,NPL,380.0,250000.0,FL 1999,85.307,27.696
397,GREEN Flood in Germany from: 31 Jul 2002 00 to: 08 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Germany,2002-07-31 00:00:00,2002-08-08 23:59:59,5.3,DFO,DEU,0.0,-1.0,FL 2013,13.25,50.954
398,GREEN Flood in Vietnam from: 31 Jul 2002 00 to: 06 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Vietnam,2002-07-31 00:00:00,2002-08-06 23:59:59,5.29,DFO,VNM,10.0,2000.0,FL 2014,103.689,22.108
399,GREEN Flood in Romania from: 30 Jul 2002 00 to: 03 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Romania,2002-07-30 00:00:00,2002-08-03 23:59:59,4.23,DFO,ROU,2.0,4000.0,FL 2012,28.378,44.383
400,GREEN Flood in South Africa from: 28 Jul 2002 00 to: 03 Aug 2002 23.,GREEN,1.0,GREEN,1.0,South Africa,2002-07-28 00:00:00,2002-08-03 23:59:59,3.28,DFO,ZAF,0.0,2300.0,FL 2009,18.58,-34.013
401,GREEN Flood in UK from: 30 Jul 2002 00 to: 01 Aug 2002 23.,GREEN,1.0,GREEN,1.0,UK,2002-07-30 00:00:00,2002-08-01 23:59:59,3.6,DFO,GBR,0.0,300.0,FL 2011,-1.445,53.91
402,GREEN Flood in Bulgaria from: 28 Jul 2002 00 to: 31 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Bulgaria,2002-07-28 00:00:00,2002-07-31 23:59:59,4.53,DFO,BGR,0.0,-1.0,FL 2010,25.425,41.863
403,GREEN Flood in Venezuela from: 20 Jul 2002 00 to: 31 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Venezuela,2002-07-20 00:00:00,2002-07-31 23:59:59,6.43,DFO,VEN,5.0,50000.0,FL 1996,-69.307,7.565
404,GREEN Flood in Afghanistan from: 28 Jul 2002 00 to: 30 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Afghanistan,2002-07-28 00:00:00,2002-07-30 23:59:59,4.3,DFO,AFG,0.0,-1.0,FL 2008,65.936,36.347
405,GREEN Flood in China from: 21 Jul 2002 00 to: 29 Jul 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-07-21 00:00:00,2002-07-29 23:59:59,6.36,DFO,CHN,15.0,10000.0,FL 2005,89.005,46.343
406,GREEN Flood in Philippines from: 20 Jul 2002 00 to: 28 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Philippines,2002-07-20 00:00:00,2002-07-28 23:59:59,5.06,DFO,PHL,18.0,7000.0,FL 1998,121.063,14.669
407,GREEN Flood in USA from: 25 Jul 2002 00 to: 27 Jul 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-07-25 00:00:00,2002-07-27 23:59:59,3.79,DFO,USA,0.0,100.0,FL 2006,-80.686,37.211
408,GREEN Flood in Türkiye from: 23 Jul 2002 00 to: 27 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Türkiye,2002-07-23 00:00:00,2002-07-27 23:59:59,4.88,DFO,TUR,34.0,3000.0,FL 2000,35.053,40.002
409,GREEN Flood in Russia from: 20 Jul 2002 00 to: 26 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Russia,2002-07-20 00:00:00,2002-07-26 23:59:59,5.22,DFO,RUS,0.0,1500.0,FL 1997,132.38,43.882
410,GREEN Flood in Iran from: 23 Jul 2002 00 to: 26 Jul 2002 23.,GREEN,1.0,GREEN,1.0, Iran,2002-07-23 00:00:00,2002-07-26 23:59:59,3.6,DFO,IRN,6.0,-1.0,FL 2002,48.067,37.615
411,GREEN Flood in Nigeria from: 24 Jul 2002 00 to: 26 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Nigeria,2002-07-24 00:00:00,2002-07-26 23:59:59,3.7,DFO,NGA,2.0,-1.0,FL 2003,3.281,6.606
412,GREEN Flood in Yemen from: 24 Jul 2002 00 to: 26 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Yemen,2002-07-24 00:00:00,2002-07-26 23:59:59,4.19,DFO,YEM,13.0,-1.0,FL 2004,44.008,15.229
413,GREEN Flood in Alaska from: 23 Jul 2002 00 to: 24 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Alaska,2002-07-23 00:00:00,2002-07-24 23:59:59,3.36,DFO,USA,25.0,21.0,FL 2001,-135.3,59.603
414,GREEN Flood in Slovakia from: 19 Jul 2002 00 to: 23 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Slovakia,2002-07-19 00:00:00,2002-07-23 23:59:59,4.04,DFO,SVK,0.0,-1.0,FL 1994,21.266,49.059
415,GREEN Flood in Romania from: 19 Jul 2002 00 to: 23 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Romania,2002-07-19 00:00:00,2002-07-23 23:59:59,4.43,DFO,ROU,5.0,-1.0,FL 1995,26.178,47.647
416,GREEN Flood in South Africa from: 19 Jul 2002 00 to: 21 Jul 2002 23.,GREEN,1.0,GREEN,1.0,South Africa,2002-07-19 00:00:00,2002-07-21 23:59:59,4.22,DFO,ZAF,8.0,-1.0,FL 1992,27.708,-31.243
417,GREEN Flood in Iran from: 20 Jul 2002 00 to: 21 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Iran,2002-07-20 00:00:00,2002-07-21 23:59:59,3.52,DFO,IRN,3.0,-1.0,FL 1993,57.929,37.415
418,GREEN Flood in Philippines from: 06 Jul 2002 00 to: 19 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Philippines,2002-07-06 00:00:00,2002-07-19 23:59:59,5.46,DFO,PHL,61.0,25000.0,FL 1981,120.563,15.34
419,GREEN Flood in Czech Republic from: 14 Jul 2002 00 to: 17 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Czech Republic,2002-07-14 00:00:00,2002-07-17 23:59:59,3.72,DFO,CZE,3.0,-1.0,FL 1988,16.636,49.535
420,GREEN Flood in Mongolia from: 14 Jul 2002 00 to: 16 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Mongolia,2002-07-14 00:00:00,2002-07-16 23:59:59,4.99,DFO,MNG,7.0,-1.0,FL 1989,101.339,48.206
421,GREEN Flood in Nepal from: 14 Jul 2002 00 to: 16 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Nepal,2002-07-14 00:00:00,2002-07-16 23:59:59,3.5,DFO,NPL,46.0,-1.0,FL 1990,86.88,27.293
422,GREEN Flood in Russia from: 12 Jul 2002 00 to: 16 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Russia,2002-07-12 00:00:00,2002-07-16 23:59:59,5.4,DFO,RUS,0.0,2000.0,FL 1984,98.43,56.084
423,GREEN Flood in New Zealand from: 12 Jul 2002 00 to: 15 Jul 2002 23.,GREEN,1.0,GREEN,1.0,New Zealand,2002-07-12 00:00:00,2002-07-15 23:59:59,4.44,DFO,NZL,0.0,-1.0,FL 1985,174.757,-36.952
424,GREEN Flood in Spain from: 13 Jul 2002 00 to: 15 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Spain,2002-07-13 00:00:00,2002-07-15 23:59:59,3.03,DFO,ESP,0.0,-1.0,FL 1986,2.685,39.62
425,GREEN Flood in Guatemala from: 13 Jul 2002 00 to: 15 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Guatemala,2002-07-13 00:00:00,2002-07-15 23:59:59,4.05,DFO,GTM,2.0,-1.0,FL 1987,-89.74,15.365
426,GREEN Flood in Japan from: 09 Jul 2002 00 to: 11 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Japan,2002-07-09 00:00:00,2002-07-11 23:59:59,3.63,DFO,JPN,1.0,10000.0,FL 1983,136.714,35.306
427,GREEN Flood in Nepal from: 07 Jul 2002 00 to: 09 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Nepal,2002-07-07 00:00:00,2002-07-09 23:59:59,3.76,DFO,NPL,0.0,-1.0,FL 1980,83.355,27.575
428,GREEN Flood in Greece from: 08 Jul 2002 00 to: 09 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Greece,2002-07-08 00:00:00,2002-07-09 23:59:59,2.76,DFO,GRC,1.0,-1.0,FL 1982,23.775,38.054
429,GREEN Flood in Columbia from: 05 Jul 2002 00 to: 08 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Columbia,2002-07-05 00:00:00,2002-07-08 23:59:59,3.75,DFO,COL,0.0,18000.0,FL 1977,-70.785,7.059
430,GREEN Flood in Yemen from: 06 Jul 2002 00 to: 08 Jul 2002 23.,GREEN,1.0,GREEN,1.0,Yemen,2002-07-06 00:00:00,2002-07-08 23:59:59,4.07,DFO,YEM,10.0,-1.0,FL 1978,43.705,15.182
431,GREEN Flood in USA from: 06 Jul 2002 00 to: 08 Jul 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-07-06 00:00:00,2002-07-08 23:59:59,3.33,DFO,USA,1.0,-1.0,FL 1979,-101.738,41.092
432,GREEN Flood in China from: 04 Jul 2002 00 to: 07 Jul 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-07-04 00:00:00,2002-07-07 23:59:59,4.28,DFO,CHN,5.0,-1.0,FL 1975,109.831,37.042
433,GREEN Flood in South Korea from: 05 Jul 2002 00 to: 07 Jul 2002 23.,GREEN,1.0,GREEN,1.0,South Korea,2002-07-05 00:00:00,2002-07-07 23:59:59,4.46,DFO,KOR,4.0,-1.0,FL 1976,128.436,35.037
434,ORANGE Flood in Thailand from: 18 Aug 2002 00 to: 26 Nov 2002 23.,ORANGE,2.0,ORANGE,2.0,Thailand,2002-08-18 00:00:00,2002-11-26 23:59:59,7.88,DFO,THA,65.0,400000.0,FL 2039,103.527,16.772
435,ORANGE Flood in Thailand from: 17 Aug 2002 00 to: 20 Sep 2002 23.,ORANGE,2.0,ORANGE,2.0,Thailand,2002-08-17 00:00:00,2002-09-20 23:59:59,6.26,DFO,THA,2.0,150000.0,FL 2037,98.361,17.159
436,GREEN Flood in Russia from: 28 Aug 2002 00 to: 06 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Russia,2002-08-28 00:00:00,2002-09-06 23:59:59,4.13,DFO,RUS,0.0,-1.0,FL 2046,133.885,45.935
437,GREEN Flood in Yemen from: 22 Aug 2002 00 to: 06 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Yemen,2002-08-22 00:00:00,2002-09-06 23:59:59,5.49,DFO,YEM,28.0,-1.0,FL 2051,50.078,15.197
438,GREEN Flood in Guatemala from: 29 Aug 2002 00 to: 05 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Guatemala,2002-08-29 00:00:00,2002-09-05 23:59:59,4.96,DFO,GTM,3.0,-1.0,FL 2047,-91.133,14.278
439,GREEN Flood in Burma from: 17 Aug 2002 00 to: 04 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Burma,2002-08-17 00:00:00,2002-09-04 23:59:59,6.68,DFO,-1,0.0,5000.0,FL 2041,95.753,22.419
440,ORANGE Flood in South Korea from: 31 Aug 2002 00 to: 03 Sep 2002 23.,ORANGE,2.0,ORANGE,2.0,South Korea,2002-08-31 00:00:00,2002-09-03 23:59:59,4.68,DFO,KOR,138.0,70000.0,FL 2045,128.621,35.438
441,GREEN Flood in Sierra Leone from: 29 Aug 2002 00 to: 01 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Sierra Leone,2002-08-29 00:00:00,2002-09-01 23:59:59,4.56,DFO,SLE,0.0,500.0,FL 2044,-11.677,8.091
442,GREEN Flood in Chile from: 24 Aug 2002 00 to: 29 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Chile,2002-08-24 00:00:00,2002-08-29 23:59:59,5.57,DFO,CHL,2.0,8000.0,FL 2042,-72.131,-35.863
443,GREEN Flood in Algeria from: 17 Aug 2002 00 to: 28 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Algeria,2002-08-17 00:00:00,2002-08-28 23:59:59,5.48,DFO,DZA,28.0,500.0,FL 2038,7.159,35.859
444,GREEN Flood in Pakistan from: 22 Aug 2002 00 to: 28 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Pakistan,2002-08-22 00:00:00,2002-08-28 23:59:59,4.54,DFO,PAK,22.0,3000.0,FL 2040,72.027,34.492
445,ORANGE Flood in China from: 06 Aug 2002 00 to: 28 Aug 2002 23.,ORANGE,2.0,ORANGE,2.0,China,2002-08-06 00:00:00,2002-08-28 23:59:59,6.34,DFO,CHN,124.0,270000.0,FL 2023,112.817,26.778
446,ORANGE Flood in Germany from: 07 Aug 2002 00 to: 28 Aug 2002 23.,ORANGE,2.0,ORANGE,2.0,Germany,2002-08-07 00:00:00,2002-08-28 23:59:59,7.05,DFO,DEU,55.0,250000.0,FL 2024,13.029,48.568
447,GREEN Flood in Vietnam from: 19 Aug 2002 00 to: 24 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Vietnam,2002-08-19 00:00:00,2002-08-24 23:59:59,4.89,DFO,VNM,4.0,6000.0,FL 2043,108.131,12.646
448,ORANGE Flood in Vietnam from: 14 Aug 2002 00 to: 22 Aug 2002 23.,ORANGE,2.0,ORANGE,2.0,Vietnam,2002-08-14 00:00:00,2002-08-22 23:59:59,5.96,DFO,VNM,29.0,80000.0,FL 2035,104.679,22.564
449,ORANGE Flood in China from: 14 Aug 2002 00 to: 20 Aug 2002 23.,ORANGE,2.0,ORANGE,2.0,China,2002-08-14 00:00:00,2002-08-20 23:59:59,5.08,DFO,CHN,106.0,13000.0,FL 2034,99.441,25.571
450,GREEN Flood in China from: 15 Aug 2002 00 to: 19 Aug 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-08-15 00:00:00,2002-08-19 23:59:59,5.24,DFO,CHN,0.0,-1.0,FL 2036,75.415,39.733
451,GREEN Flood in South Africa from: 16 Aug 2002 00 to: 18 Aug 2002 23.,GREEN,1.0,GREEN,1.0,South Africa,2002-08-16 00:00:00,2002-08-18 23:59:59,3.95,DFO,ZAF,16.0,2500.0,FL 2033,27.712,-32.897
452,GREEN Flood in Philippines from: 13 Aug 2002 00 to: 17 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Philippines,2002-08-13 00:00:00,2002-08-17 23:59:59,4.77,DFO,PHL,29.0,3000.0,FL 2030,122.971,10.175
453,GREEN Flood in China from: 13 Aug 2002 00 to: 17 Aug 2002 23.,GREEN,1.0,GREEN,1.0,China,2002-08-13 00:00:00,2002-08-17 23:59:59,5.15,DFO,CHN,21.0,-1.0,FL 2031,119.44,28.858
454,GREEN Flood in Mexico from: 15 Aug 2002 00 to: 17 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Mexico,2002-08-15 00:00:00,2002-08-17 23:59:59,3.48,DFO,MEX,21.0,5000.0,FL 2032,-100.932,21.818
455,GREEN Flood in Iran from: 10 Aug 2002 00 to: 14 Aug 2002 23.,GREEN,1.0,GREEN,1.0,Iran,2002-08-10 00:00:00,2002-08-14 23:59:59,4.69,DFO,IRN,35.0,-1.0,FL 2029,55.553,37.523
456,GREEN Flood in India from: 11 Aug 2002 00 to: 13 Aug 2002 23.,GREEN,1.0,GREEN,1.0,India,2002-08-11 00:00:00,2002-08-13 23:59:59,4.31,DFO,IND,33.0,-1.0,FL 2027,78.523,30.562
457,GREEN Flood in Thailand from: 17 Sep 2002 00 to: 02 Dec 2002 23.,GREEN,1.0,GREEN,1.0,Thailand,2002-09-17 00:00:00,2002-12-02 23:59:59,7.03,DFO,THA,1.0,3000.0,FL 2061,100.951,14.974
458,GREEN Flood in Albania from: 21 Sep 2002 00 to: 08 Oct 2002 23.,GREEN,1.0,GREEN,1.0,Albania,2002-09-21 00:00:00,2002-10-08 23:59:59,5.33,DFO,ALB,1.0,9700.0,FL 2060,19.774,41.398
459,ORANGE Flood in USA from: 29 Sep 2002 00 to: 07 Oct 2002 23.,ORANGE,2.0,ORANGE,2.0,USA,2002-09-29 00:00:00,2002-10-07 23:59:59,5.26,DFO,USA,8.0,317000.0,FL 2064,-83.98,22.381
460,ORANGE Flood in Vietnam from: 20 Sep 2002 00 to: 30 Sep 2002 23.,ORANGE,2.0,ORANGE,2.0,Vietnam,2002-09-20 00:00:00,2002-09-30 23:59:59,5.64,DFO,VNM,76.0,200000.0,FL 2059,105.175,18.578
461,GREEN Flood in USA from: 26 Sep 2002 00 to: 29 Sep 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-09-26 00:00:00,2002-09-29 23:59:59,5.09,DFO,USA,1.0,2500.0,FL 2063,-90.012,29.87
462,GREEN Flood in Bulgaria from: 25 Sep 2002 00 to: 28 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Bulgaria,2002-09-25 00:00:00,2002-09-28 23:59:59,4.25,DFO,BGR,0.0,-1.0,FL 2062,26.629,42.245
463,ORANGE Flood in Nicaragua from: 18 Sep 2002 00 to: 26 Sep 2002 23.,ORANGE,2.0,ORANGE,2.0,Nicaragua,2002-09-18 00:00:00,2002-09-26 23:59:59,5.64,DFO,NIC,6.0,300000.0,FL 2058,-88.076,20.744
464,GREEN Flood in USA from: 21 Sep 2002 00 to: 24 Sep 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-09-21 00:00:00,2002-09-24 23:59:59,4.35,DFO,USA,0.0,-1.0,FL 2057,-84.88,31.042
465,GREEN Flood in New Zealand from: 19 Sep 2002 00 to: 21 Sep 2002 23.,GREEN,1.0,GREEN,1.0,New Zealand,2002-09-19 00:00:00,2002-09-21 23:59:59,4.18,DFO,NZL,0.0,-1.0,FL 2053,168.593,-44.951
466,GREEN Flood in Mexico from: 17 Sep 2002 00 to: 21 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Mexico,2002-09-17 00:00:00,2002-09-21 23:59:59,5.24,DFO,MEX,10.0,-1.0,FL 2054,-99.395,25.505
467,GREEN Flood in Kenya from: 16 Sep 2002 00 to: 19 Sep 2002 23.,GREEN,1.0,GREEN,1.0,Kenya,2002-09-16 00:00:00,2002-09-19 23:59:59,5.4,DFO,KEN,0.0,-1.0,FL 2055,38.852,-3.09
468,GREEN Flood in USA from: 06 Sep 2002 00 to: 19 Sep 2002 23.,GREEN,1.0,GREEN,1.0,USA,2002-09-06 00:00:00,2002-09-19 23:59:59,6.14,DFO,USA,0.0,-1.0,FL 2056,-96.03,29.651
469,GREEN Flood in France from: 08 Sep 2002 00 to: 12 Sep 2002 23.,GREEN,1.0,GREEN,1.0,France,2002-09-08 00:00:00,2002-09-12 23:59:59,4.72,DFO,FRA,23.0,2500.0,FL 2052,4.448,44.035
