name,epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,altitude_km,orbit_type
STARLINK-1493,2026-04-03 00:00:02.999808,53.0506,87.4562,0.0005091,82.2504,24.7227,15.54326208,411.24896706878826,LEO
STARLINK-1494,2026-04-03 00:00:02.999808,53.0482,30.2832,0.0006005,99.1594,71.2428,15.79567015,338.8035325841756,LEO
STARLINK-1502,2026-04-02 16:31:41.953728,53.0488,91.0649,0.0006129,70.286,289.8809,15.50837207,421.417414333906,LEO
STARLINK-1470,2026-04-02 08:05:01.700736,53.0456,64.3929,0.0003349,81.588,278.5499,15.30029442,482.86137217059877,LEO
STARLINK-1482,2026-04-02 05:57:43.231392,53.159,81.4702,0.0002907,86.4717,273.6617,15.32062306,476.7971927354265,LEO
STARLINK-1496,2026-04-03 00:00:02.999808,53.0495,61.1347,8.27e-05,6.1491,288.253,15.52380361,416.9153031638516,LEO
STARLINK-1513,2026-04-02 15:51:52.205760,53.159,79.8082,0.0001396,120.6716,239.4422,15.30196147,482.3635738069552,LEO
GAOFEN-9 03,2026-04-02 21:40:18.530400,97.5263,225.5409,0.0011474,356.0611,4.0538,15.31108114,479.6419449540663,LEO
BEIDOU-3 G3,2026-04-02 21:57:00.372096,2.2633,67.217,0.0004443,325.0293,238.8212,1.00270725,35794.029120287596,GEO
NAVSTAR 79 (USA 304),2026-04-02 05:34:58.319616,56.624,31.8905,0.006174,205.204,359.1131,2.00560298,20189.639694086643,MEO
GAOFEN DUOMO (GFDM),2026-04-02 22:24:18.815040,97.7823,155.5336,0.0010188,320.7654,39.2817,14.76886421,646.3064527904235,LEO
SHIYAN-6 02 (SY-6 02),2026-04-02 23:00:30.566304,98.1889,105.0667,0.0130279,101.5906,259.9952,14.60879826,697.4715363036812,LEO
APSTAR-6D,2026-04-02 22:14:38.625216,0.046,96.0925,0.0002953,354.479,208.329,1.00266293,35795.2716384312,GEO
KOREASAT 116,2026-04-02 21:58:37.717248,0.0172,211.1151,0.0001134,187.6905,238.3227,1.00269441,35794.38908228135,GEO
ZIYUAN 3-03 (ZY 3-03),2026-04-02 22:36:48.411072,97.2889,163.0764,0.0005869,192.7764,167.3325,15.21361499,508.8699215440556,LEO
EXPRESS 103,2026-04-02 01:02:21.793920,0.0224,258.5231,8.49e-05,21.4282,22.53,1.0027293,35793.410979180364,GEO
EXPRESS 80,2026-04-02 05:57:35.218656,0.0333,259.2572,0.0002323,272.2472,188.4861,1.00272408,35793.557312579374,GEO
GAOFEN-9 04,2026-04-02 22:09:38.913984,97.2489,163.0292,0.0010772,11.5428,348.6061,15.3560936,466.2481266372015,LEO
STARLINK-1522,2026-04-02 12:22:54.455520,53.0647,19.014,0.0002577,117.1999,242.9254,15.10232905,542.6261082796636,LEO
STARLINK-1523,2026-04-02 22:47:59.525664,53.1606,14.019,0.0001751,94.9373,265.1828,15.30197856,482.35847102433945,LEO
STARLINK-1526,2026-04-02 22:36:14.443776,53.1549,14.0468,0.0001792,106.456,253.6637,15.29378571,484.80580604426086,LEO
STARLINK-1555,2026-04-02 22:16:08.062176,53.1587,14.1098,0.0001118,83.253,276.8598,15.30207657,482.329207092841,LEO
STARLINK-1556,2026-04-02 12:18:27.151200,53.1568,15.9932,0.0001669,85.1446,274.9745,15.29356185,484.87270726533916,LEO
STARLINK-1557,2026-04-02 12:09:28.320192,53.1563,15.9235,0.0001371,68.9195,291.1952,15.29351291,484.8873333460533,LEO
STARLINK-1558,2026-04-02 22:07:02.228448,53.1622,14.1554,0.0001185,81.0517,279.0618,15.30199081,482.3548133890463,LEO
STARLINK-1560,2026-04-02 23:03:33.131232,53.1568,13.8573,0.000155,89.792,270.3258,15.2935662,484.8714072394632,LEO
STARLINK-1567,2026-04-02 23:15:19.953216,53.0899,11.4722,0.0001715,110.1601,249.9598,15.64684897,381.28214314400157,LEO
STARLINK-1569,2026-04-02 19:03:29.562624,53.1601,14.7419,9.96e-05,50.1388,309.97,15.30183248,482.4020883280782,LEO
STARLINK-1582,2026-04-02 22:20:40.908192,53.1605,14.0932,0.0001145,85.3449,274.7683,15.3021077,482.3199123292379,LEO
STARLINK-1591,2026-04-02 22:58:36.716160,53.1627,13.9847,0.0001642,92.7913,267.3276,15.30195712,482.36487264430525,LEO
STARLINK-1524,2026-04-02 21:16:09.596352,53.1617,1.4476,0.0001185,82.8474,277.2662,15.30199397,482.3538698692237,LEO
STARLINK-1527,2026-04-02 22:59:19.923072,53.1631,1.2175,0.0001285,97.8951,262.2196,15.30198498,482.3565541242551,LEO
STARLINK-1540,2026-04-02 21:58:37.149600,53.1593,1.3188,0.0001873,84.5466,275.5749,15.30193767,482.37068009699124,LEO
STARLINK-1541,2026-04-02 21:43:28.505856,53.1601,1.4055,0.0001282,82.0387,278.0759,15.3020499,482.3371702192662,LEO
STARLINK-1543,2026-04-02 21:52:34.968576,53.1604,1.4024,0.0002387,83.3557,276.7716,15.30205497,482.3356564172991,LEO
STARLINK-1548,2026-04-02 22:03:12.201408,53.1615,1.3698,0.0001331,106.1875,253.9272,15.30185856,482.3943011791498,LEO
STARLINK-1554,2026-04-02 22:00:12.170592,53.1612,1.5034,0.0001571,87.2262,272.8918,15.30201301,482.3481848705824,LEO
STARLINK-1564,2026-04-02 21:57:14.658336,53.1611,1.8448,0.0001499,87.6104,272.5069,15.30202652,482.34415103678566,LEO
STARLINK-1570,2026-04-02 22:39:36.549792,53.1636,1.2548,0.0001492,71.8091,288.3072,15.30202285,482.3452468296873,LEO
STARLINK-1572,2026-04-02 23:03:55.385280,53.16,1.3806,0.000103,80.4431,279.6686,15.3020914,482.32477916265907,LEO
STARLINK-1573,2026-04-02 22:16:50.688480,53.1628,1.2783,0.0001401,74.7659,285.3497,15.30203684,482.34106968143806,LEO
STARLINK-1577,2026-04-02 22:54:45.562464,53.1614,1.1279,0.0001079,83.5328,276.5796,15.30210458,482.32084389423017,LEO
STARLINK-1583,2026-04-02 22:12:17.743104,53.1619,1.2965,0.000139,74.8123,285.3031,15.30209396,482.32401480051976,LEO
STARLINK-1525,2026-04-02 22:24:22.023072,53.0553,344.4061,0.00017,177.1795,182.9215,15.31269829,479.1596127781577,LEO
STARLINK-1536,2026-04-03 00:00:02.999808,53.0558,347.3503,0.0001535,90.1441,162.6651,15.10208297,542.7012105242056,LEO
STARLINK-1542,2026-04-02 23:01:28.970976,53.0545,347.6697,0.0001318,87.4424,272.6716,15.06418679,554.2913100850947,LEO
STARLINK-1549,2026-04-03 00:00:02.999808,53.0535,347.3561,0.0001432,86.864,281.587,15.11975724,537.3123038577733,LEO
STARLINK-1551,2026-04-03 00:00:02.999808,53.0754,347.4389,0.000148,106.7289,80.8618,15.11583307,538.507881101862,LEO
STARLINK-1552,2026-04-03 00:00:02.999808,53.0765,347.4327,0.0001471,96.4967,314.022,15.11886692,537.5835123761672,LEO
STARLINK-1559,2026-04-02 21:55:03.357120,53.0255,320.9793,0.0003737,131.8689,228.263,15.32078921,476.7476842519127,LEO
STARLINK-1566,2026-04-03 00:00:02.999808,53.0776,347.4268,0.0001419,92.5165,221.4513,15.1219425,536.6467446473871,LEO
STARLINK-1568,2026-04-02 21:45:42.370560,53.0598,277.2399,0.0004923,201.571,158.509,15.48477355,428.3166783881734,LEO
STARLINK-1578,2026-04-03 00:00:02.999808,53.0527,347.3577,0.0001417,86.9776,180.8089,15.1022479,542.6508745820038,LEO
STARLINK-1579,2026-04-03 00:00:02.999808,53.073,347.4337,0.0001577,69.5377,320.5402,15.11224822,539.600529916077,LEO
BSAT-4B,2026-04-02 20:14:10.235328,0.0704,113.2145,0.000245,332.5857,158.7575,1.00272293,35793.58955095097,GEO
MEV-2,2026-04-02 21:25:10.924320,0.0427,43.1523,0.0001922,28.2772,80.0775,1.00273665,35793.204937179005,GEO
GALAXY 30 (G-30),2026-04-02 15:29:02.010624,0.0222,211.3391,0.0002414,187.1533,259.7489,1.00271192,35793.898201436474,GEO
STARLINK-1585,2026-04-02 22:13:41.907072,53.0303,123.1439,0.0006849,32.5274,327.6178,16.06054747,264.82530742449035,LEO
STARLINK-1593,2026-04-03 00:00:02.999808,53.0383,148.5317,0.0005844,16.3893,126.7154,15.84730996,324.2192936620004,LEO
STARLINK-1621,2026-04-03 00:00:02.999808,53.0389,121.221,0.0007685,16.8244,23.1436,15.88941794,312.38555514460495,LEO
STARLINK-1622,2026-04-02 18:01:59.047104,53.021,105.7886,0.0002453,346.3074,13.7874,15.68703547,369.74537338919527,LEO
STARLINK-1623,2026-04-03 00:00:02.999808,53.0468,138.4167,0.000367,319.0817,76.1581,15.57775061,401.2348471848636,LEO
STARLINK-1624,2026-04-03 00:00:02.999808,53.0384,111.8345,0.000891,46.5233,244.7922,15.75695743,349.7890924047879,LEO
STARLINK-1625,2026-04-02 18:44:22.708032,53.0355,124.9829,0.0008234,13.3716,346.7533,16.05731419,265.71606499532845,LEO
STARLINK-1596,2026-04-02 18:51:52.503840,53.0393,115.7283,0.0002247,19.3064,340.8028,15.48662754,427.7740116421246,LEO
STARLINK-1597,2026-04-03 00:00:02.999808,53.0462,178.667,0.0004759,287.9615,352.0238,15.61757555,389.7171140523078,LEO
STARLINK-1606,2026-04-03 00:00:02.999808,53.0416,136.7697,0.0005507,28.4475,31.2754,15.69806789,366.5867915817598,LEO
STARLINK-1608,2026-04-02 16:18:13.149504,53.1591,197.8675,0.000168,96.6043,263.5149,15.30192089,482.3756903411222,LEO
STARLINK-1667,2026-04-03 00:00:02.999808,53.0221,105.0471,0.0001617,340.1677,99.8963,15.69713996,366.8523154216264,LEO
STARLINK-1545,2026-04-03 00:00:02.999808,53.041,139.2057,0.0006637,37.0931,258.7617,15.67258085,373.8893384789699,LEO
STARLINK-1595,2026-04-03 00:00:02.999808,53.0458,179.5512,0.0001779,279.2094,23.3481,15.55302432,408.41063933217174,LEO
STARLINK-1598,2026-04-03 00:00:02.999808,53.0486,166.3079,0.0007056,349.1743,153.724,15.56280631,405.56954607179887,LEO
STARLINK-1612,2026-04-03 00:00:02.999808,53.0273,88.5537,0.0005626,47.8357,178.3206,15.9524141,294.77880641905085,LEO
STARLINK-1626,2026-04-03 00:00:02.999808,53.0455,176.3489,0.0003009,301.3279,346.0267,15.60340851,393.80873552223784,LEO
STARLINK-1627,2026-04-03 00:00:02.999808,53.0374,103.5963,0.00066,80.0207,306.8956,15.79727283,338.34970531574163,LEO
STARLINK-1633,2026-04-03 00:00:02.999808,53.0419,140.2589,0.0008848,24.2263,277.7362,15.6503993,380.2609237755032,LEO
STARLINK-1635,2026-04-03 00:00:02.999808,53.0423,138.5246,0.0008039,51.1385,329.4262,15.66449545,376.21010427377223,LEO
STARLINK-1640,2026-04-03 00:00:02.999808,53.0481,181.3058,0.0004483,278.8102,176.6011,15.58975117,397.75901489198804,LEO
STARLINK-1641,2026-04-02 22:31:57.799488,53.049,168.3858,0.0003636,19.4146,340.7001,15.52511378,416.53340803107494,LEO
GAOFEN-9 05,2026-04-02 22:19:41.098656,97.2179,135.2418,0.0008748,17.195,342.9587,15.30760314,480.6795831480704,LEO
SAOCOM 1B,2026-04-02 23:03:09.748800,97.8885,279.8877,0.00015,83.2812,276.8572,14.82150811,629.6802809085893,LEO
GNOMES-1,2026-04-02 19:43:56.600832,97.7992,303.1218,0.000609,255.4471,104.6076,14.99986904,574.0737691283466,LEO
TYVAK-0172,2026-04-02 19:17:07.844064,97.7132,338.1625,0.000377,160.106,200.0365,15.99126448,283.9782007618205,LEO
ION-MK01,2026-04-02 11:18:55.062432,97.1882,172.9021,0.0004733,229.6103,130.4764,16.01342537,277.8369256100741,LEO
ATHENA,2026-04-02 18:03:28.748448,97.1985,157.4408,9.8e-05,92.998,267.1383,15.46962244,432.755501921828,LEO
NEMO-HD,2026-04-02 22:37:16.465152,97.1994,155.7116,0.0001067,69.4128,290.7235,15.43091636,444.1282001706322,LEO
GHGSAT-C1,2026-04-02 22:59:22.274016,97.2129,175.9018,3.15e-05,38.1614,321.9669,15.66301675,376.63475395491514,LEO
NAPA-1,2026-04-02 23:05:53.736000,97.2535,165.1518,0.0001146,147.3197,212.8131,15.59653558,395.7959564480834,LEO
STARLINK-1654,2026-04-03 00:00:02.999808,53.0411,213.1345,0.0007946,10.3869,284.3873,15.75011563,351.73527775103776,LEO
STARLINK-1686,2026-04-03 00:00:02.999808,53.0405,193.5887,0.0011142,0.9193,291.1313,15.77662179,344.2032964193995,LEO
STARLINK-1695,2026-04-03 00:00:02.999808,53.0458,218.7296,0.0003782,282.1083,113.0397,15.59912075,395.0483159710011,LEO
STARLINK-1719,2026-04-03 00:00:02.999808,53.041,220.2431,0.0008779,349.2369,314.3004,15.63996376,383.2637108248373,LEO
STARLINK-1727,2026-04-03 00:00:02.999808,53.0398,215.6265,0.0009345,3.1762,88.233,15.76185412,348.39706814523834,LEO
STARLINK-1759,2026-04-03 00:00:02.999808,53.0205,211.8051,0.0003635,347.0229,40.2728,15.65534023,378.84035366825447,LEO
STARLINK-1762,2026-04-02 20:00:11.943648,53.1575,258.7802,5.94e-05,5.7969,354.3039,15.31695616,477.8900637326924,LEO
STARLINK-1764,2026-04-03 00:00:02.999808,53.0411,196.9548,0.0006473,3.9645,108.423,15.72861058,357.8616859662534,LEO
STARLINK-1765,2026-04-03 03:09:55.816128,53.0233,175.2866,0.0008952,330.6283,29.4253,16.28330552,204.16708887388813,LEO
STARLINK-1547,2026-04-03 00:00:02.999808,53.0356,159.2018,0.0003324,334.3345,296.272,15.69297621,368.04407967514726,LEO
STARLINK-1553,2026-04-02 16:27:52.852896,53.0356,193.9274,0.0002566,240.9909,119.0836,15.37796768,459.76291809598933,LEO
STARLINK-1575,2026-04-02 20:16:07.303872,53.018,139.2882,0.0007633,353.8805,6.2131,16.04334193,269.5688145517279,LEO
STARLINK-1646,2026-04-03 00:00:02.999808,53.044,217.1959,0.000427,292.0116,97.098,15.60924543,392.1222090394831,LEO
STARLINK-1653,2026-04-03 00:00:02.999808,53.0424,203.6334,0.0011283,342.2457,205.25,15.65150115,379.9440653876345,LEO
STARLINK-1656,2026-04-03 00:00:02.999808,53.0462,242.1105,0.0004994,295.2443,238.6396,15.56961585,403.5935313270984,LEO
STARLINK-1657,2026-04-02 19:01:03.964800,53.0377,206.1029,0.0012872,339.5349,20.5165,16.04305703,269.64743183986866,LEO
STARLINK-1661,2026-04-02 18:13:45.922656,53.157,259.1124,0.0001196,344.3135,15.7829,15.31776699,477.6483690379828,LEO
STARLINK-1665,2026-04-03 00:00:02.999808,53.0424,217.2655,0.0007456,350.5636,291.717,15.69394552,367.76659304599525,LEO
STARLINK-1666,2026-04-03 00:00:02.999808,53.0443,215.7625,0.0004044,287.5807,357.9601,15.64362511,382.2097910750472,LEO
STARLINK-1707,2026-04-03 00:00:02.999808,53.0212,154.729,0.0002668,336.3815,0.4462,15.69689163,366.9233785974102,LEO
STARLINK-1724,2026-04-03 00:00:02.999808,53.0267,169.5426,0.0006801,9.4703,138.2062,15.58481442,399.1883510073767,LEO
STARLINK-1742,2026-04-03 00:00:02.999808,53.0188,132.0748,0.0004018,0.4941,119.8745,15.98671809,285.23986027550836,LEO
STARLINK-1770,2026-04-02 00:42:23.945184,53.0412,200.9896,0.0005603,349.5214,10.5684,15.67521533,373.13359027117895,LEO
STARLINK-1771,2026-04-03 00:00:02.999808,53.0394,229.6089,0.0006142,340.8581,55.1247,15.49957595,423.987001577254,LEO
GAOFEN-11 02,2026-04-02 22:15:26.635968,97.5025,218.9027,0.0019343,207.0299,152.9932,15.2339677,502.7408465929784,LEO
JILIN-1 GAOFEN 3B,2026-04-02 16:47:55.911552,97.2269,151.6109,0.0002338,190.721,169.4015,15.91668323,304.7509448656365,LEO
JILIN-1 GAOFEN 3E,2026-04-02 21:33:03.777696,97.2368,144.1668,0.001436,86.0376,274.2521,15.56141446,405.97361506992183,LEO
JILIN-1 GAOFEN 3F,2026-04-02 22:41:51.209376,97.2321,141.8477,0.0015582,74.4221,285.8752,15.54363988,411.1390681407993,LEO
JILIN-1 GAOFEN 3G,2026-04-02 21:52:54.621984,97.2397,147.6246,0.0009774,332.7186,27.3557,15.60811678,392.44824050959596,LEO
JILIN-1 GAOFEN 3H,2026-04-02 22:55:19.931520,97.2343,144.3428,0.0006283,250.2931,109.7648,15.58920612,397.9167860478583,LEO
JILIN-1 GAOFEN 3I,2026-04-02 21:32:07.857024,97.2353,150.7472,0.0005949,353.2805,6.838,15.76082392,348.6898721037305,LEO
JILIN-1 GAOFEN 3J,2026-04-02 22:44:41.931456,97.2311,151.0096,0.0001135,160.9281,199.2032,15.84614462,324.5475380146654,LEO
HAIYANG-2C,2026-04-01 07:35:37.256352,65.9977,46.6723,0.001187,246.6877,113.2942,13.83377471,959.0686522463566,LEO
HJ-2A,2026-04-02 22:39:28.838592,97.8852,173.087,0.0004187,130.522,229.6356,14.76466252,647.6377011024897,LEO
HJ-2B,2026-04-02 21:54:27.381888,97.8912,174.021,0.0001714,83.8783,276.2623,14.76520114,647.467011402784,LEO
GONETS-M 17,2026-04-02 22:38:54.142080,82.5013,34.3011,0.002169,197.2812,162.7532,12.42869854,1501.5979323389938,LEO
GONETS-M 18,2026-04-02 21:46:32.291616,82.4969,33.4702,0.0019057,193.2721,166.786,12.42869042,1501.601361259558,LEO
GONETS-M 19,2026-04-02 23:08:46.810752,82.4993,33.8713,0.0012563,207.7904,152.2506,12.42889285,1501.515880059218,LEO
DEKART,2026-04-02 23:39:48.134592,97.877,96.9689,0.0009303,179.5094,180.6159,15.35586502,466.31597712071107,LEO
NORBI,2026-04-02 23:42:13.767840,97.8678,102.5017,0.0007991,154.8707,205.2931,15.45277792,437.69895761140924,LEO
SALSAT,2026-04-02 23:05:12.585408,97.8859,91.5136,0.0009326,196.1173,163.977,15.286723,486.9173046075239,LEO
ICEYE-X7,2026-04-02 23:07:14.310048,97.7449,56.202,0.000635,221.3447,138.7313,15.29861436,483.3631469204538,LEO
ICEYE-X6,2026-04-02 23:03:46.073088,98.097,83.0716,0.0006979,359.8685,0.2536,15.04084085,561.4556098608937,LEO
NETSAT-4,2026-04-02 22:38:48.054336,97.8636,95.2817,0.0004466,209.4294,150.6701,15.41385288,449.1569388986445,LEO
NETSAT-3,2026-04-02 22:54:45.037152,97.8675,93.6135,0.0003682,231.1459,128.9457,15.40099103,452.9535616954645,LEO
NETSAT-1,2026-04-02 21:51:12.555936,97.8751,88.745,0.0003133,270.0337,90.0544,15.32832908,474.50193562076583,LEO
NETSAT-2,2026-04-02 22:35:12.153696,97.8648,94.9402,0.000194,243.8228,116.2818,15.42840111,444.86888117638955,LEO
STARLINK-1663,2026-04-03 00:00:02.999808,53.0422,15.5539,0.0002591,193.2185,148.8312,15.70235378,365.3607388918208,LEO
STARLINK-1672,2026-04-02 12:36:25.594272,53.0498,23.8274,0.0004741,127.7263,232.4178,15.54685705,410.2034000560425,LEO
STARLINK-1678,2026-04-03 00:00:02.999808,53.0427,352.1863,0.0001495,171.6433,169.7765,15.68557503,370.1637748566018,LEO
STARLINK-1664,2026-04-02 22:22:25.986144,53.0496,18.2419,0.0002081,118.2015,241.92,15.42076501,447.11876358445716,LEO
STARLINK-1676,2026-04-03 00:00:02.999808,53.0447,27.7194,0.0003534,134.0461,188.7934,15.56615905,404.5964568901345,LEO
STARLINK-1679,2026-04-03 00:00:02.999808,53.0454,5.5651,0.0001801,237.6913,233.6246,15.64384693,382.14595338675554,LEO
STARLINK-1680,2026-04-03 00:00:02.999808,53.0379,347.3791,0.0004497,137.3492,310.6231,15.86245515,319.9569643624409,LEO
STARLINK-1681,2026-04-03 00:00:02.999808,53.0438,311.8421,0.0001915,179.0507,229.3789,15.90171584,308.9392937152352,LEO
STARLINK-1714,2026-04-03 00:00:02.999808,53.0449,358.9963,0.0001613,214.313,198.9416,15.55862695,406.7830402949239,LEO
STARLINK-1730,2026-04-03 00:00:02.999808,53.0308,6.4329,0.0002687,110.1028,100.6294,15.48029879,429.6268961948017,LEO
STARLINK-1733,2026-04-03 00:00:02.999808,53.0401,345.7812,0.0002261,197.8213,33.7476,15.82508602,330.4861093966274,LEO
STARLINK-1735,2026-04-03 00:00:02.999808,53.0436,359.6254,0.0004342,241.0307,357.1039,15.67427662,373.40285192441297,LEO
STARLINK-1741,2026-04-03 00:00:02.999808,53.0419,358.2768,0.0003129,218.4712,257.101,15.68928371,369.101401974337,LEO
STARLINK-1531,2026-04-03 00:00:02.999808,53.0557,20.0696,0.0004758,345.9584,116.1565,15.68925767,369.1088598241877,LEO
STARLINK-1677,2026-04-03 00:00:02.999808,53.0382,4.3419,0.0003363,169.3636,66.5856,15.71651492,361.3136635960891,LEO
STARLINK-1683,2026-04-03 00:00:02.999808,53.0043,308.1384,0.0002652,221.7248,330.4232,15.95146772,295.0424518499449,LEO
STARLINK-1728,2026-04-03 00:00:02.999808,53.041,7.7827,0.00031,219.7175,69.0439,15.58222036,399.93971108924416,LEO
STARLINK-1736,2026-04-03 00:00:02.999808,53.042,355.8702,0.0002959,193.4488,167.4502,15.72709661,358.2935152495829,LEO
STARLINK-1746,2026-04-03 00:00:02.999808,53.0388,353.6692,0.0004233,203.7224,327.838,15.80914117,334.9913609588448,LEO
GAOFEN-13 01,2026-04-02 21:59:22.645248,0.3271,85.0589,0.0042615,121.166,73.0921,1.00269223,35794.45019808681,GEO
STARLINK-1716,2026-04-03 00:00:02.999808,53.0437,81.4718,0.0009051,59.2852,61.6987,15.69789988,366.6348651009921,LEO
STARLINK-1718,2026-04-03 00:00:02.999808,53.0462,109.8944,0.0007546,31.0967,291.3689,15.6092478,392.12152446239816,LEO
STARLINK-1775,2026-04-03 00:00:02.999808,53.0389,88.022,0.0004128,91.8003,241.1922,15.88756045,312.9064691843896,LEO
STARLINK-1781,2026-04-03 00:00:02.999808,53.0487,125.2572,0.0007284,29.3276,252.7398,15.60732106,392.67812259649054,LEO
STARLINK-1784,2026-04-03 00:00:02.999808,53.0421,67.4525,0.0005822,41.9474,116.5817,15.67359799,373.5975283938242,LEO
STARLINK-1788,2026-04-03 00:00:02.999808,53.0396,99.1307,0.00048,61.9213,175.2598,15.67835918,372.23199707075673,LEO
STARLINK-1790,2026-04-03 00:00:02.999808,53.0375,77.0642,0.0001666,113.5358,30.0263,15.82003765,331.91171840749394,LEO
STARLINK-1795,2026-04-03 00:00:02.999808,53.04,60.6791,0.0004715,124.5998,141.7785,15.73096622,357.18992509480177,LEO
STARLINK-1797,2026-04-02 16:42:20.127456,53.0427,92.3736,0.0006126,88.5273,271.644,15.59148532,397.2571058560461,LEO
STARLINK-1799,2026-04-03 00:00:02.999808,53.0395,73.2466,0.0003685,24.3671,6.9887,15.86893549,318.1352657058296,LEO
STARLINK-1800,2026-04-03 00:00:02.999808,53.0344,86.43,0.0007027,55.6257,120.3051,15.91885031,304.14507135373606,LEO
STARLINK-1801,2026-04-03 00:00:02.999808,53.043,76.9142,0.0002966,331.9345,210.1664,15.78653555,341.39162257654425,LEO
STARLINK-1802,2026-04-02 09:52:52.764384,53.1582,106.809,0.000241,86.2907,273.837,15.3164553,478.03937227328515,LEO
STARLINK-1805,2026-04-03 00:00:02.999808,53.0479,126.1883,0.0006131,4.6622,318.6513,15.56705011,404.33789706729294,LEO
STARLINK-1807,2026-04-02 18:29:42.097632,53.0582,117.2019,0.0001168,344.0898,16.0062,15.25792677,495.543207770379,LEO
STARLINK-1810,2026-04-03 00:00:02.999808,53.0447,115.4912,0.0002448,4.8451,250.2192,15.51169569,420.4471262328907,LEO
STARLINK-1815,2026-04-03 00:00:02.999808,53.0422,81.8601,0.0006802,71.4896,262.7263,15.74233411,353.9504846288928,LEO
STARLINK-1816,2026-04-03 00:00:02.999808,53.0369,77.1944,0.0002886,99.5606,68.1828,15.81550897,333.19121748666566,LEO
STARLINK-1817,2026-04-02 17:24:22.699008,53.0456,99.4654,0.0006201,14.8711,345.2485,15.66689991,375.5197395810437,LEO
STARLINK-1820,2026-04-02 21:16:17.012928,53.0299,37.7002,0.0002957,173.843,186.2644,16.17472424,233.56042461242578,LEO
STARLINK-1821,2026-04-03 00:00:02.999808,53.0454,111.7226,0.0003441,348.1603,332.8491,15.41656763,448.3562606962014,LEO
STARLINK-1826,2026-04-02 22:20:18.831264,53.0472,61.8673,0.000202,327.4821,32.6069,15.65691173,378.38868726251167,LEO
STARLINK-1828,2026-04-03 00:00:02.999808,53.051,118.7397,0.0005319,55.4409,236.0092,15.58418528,399.37055998244614,LEO
STARLINK-1830,2026-04-03 00:00:02.999808,53.0413,65.3631,0.0005119,96.6218,243.8776,15.60457267,393.47227783432027,LEO
STARLINK-1892,2026-04-03 00:00:02.999808,53.0438,176.3293,0.0002251,34.9597,343.9334,15.55650947,407.39806662824776,LEO
STARLINK-1894,2026-04-03 00:00:02.999808,53.0351,154.4931,0.0010476,17.834,310.9272,15.95731616,293.41359268006363,LEO
STARLINK-1905,2026-04-03 00:00:02.999808,53.0427,164.168,0.0006232,21.365,159.2538,15.68688801,369.7876162591574,LEO
STARLINK-1911,2026-04-03 00:00:02.999808,53.0435,157.2897,0.0006534,28.1876,350.0132,15.79723606,338.3601165333339,LEO
